289,,,,,289,,,,,289,,,,289,,,,,,,289,,"ไม่สนใจส่วนใหญ่ โควตาหมดไว เลยไม่ค่อยได้ใช้ระบบ หรือออกจาก สปสช. AIติดภาษาถิ่น"""
รายชื่อลูกค้า,,,,,ติดตามสถานะ PresScribe AI,,,,,ติดตามสถานะ iService,,,,สถานะโทรเชิญชวน,,,,,,,สถานะโทรเชิญชวน MED AI,,
ลำดับ,รหัสหน่วยบริการ,ชื่อลูกค้า,  จังหวัด,BD,สถานะ Provider ID,สถานะการใช้งานระบบ AI,วันที่ปรับสถานะ,หมายเหตุ,Feedback, สถานะ BD,วันที่ปรับสถานะ,หมายเหตุ,Feedback, สถานะโทรติดตาม,รหัสหน่วยบริการ,ai,service, ,หมายเหตุ,Service ที่มี,MED AI,วันที่ติดต่อล่าสุด,feedback
270,25770,คลินิกเวชกรรมนายแพทย์ถนัด,นราธิวาส,ธวัชชัย รุ่งเสถียรภูธร,-,-,,,,-,,,,ติดต่อใหม่,25770,ติดต่อใหม่,ติดต่อใหม่,25/2/2026,25/02/26 หมอแจ้งว่าติดงานอยู่คับ 15.26 น.,,0.ยังไม่ได้ติดต่อ,,
271,51184,คลินิกเวชกรรมแพทย์คมเลนส์,บุรีรัมย์,ธนาภรณ์ สายทองดี,-,-,,,,-,,,,ติดต่อใหม่,51184,ติดต่อใหม่,ติดต่อใหม่,25/2/2026,25/02/26 หมอแจ้งประชุมอยู่คับ 15.36 น.,,0.ยังไม่ได้ติดต่อ,,
272,CA0000497,ระยองเวชศาสตร์ คลินิกเวชกรรม,ระยอง,จตุพร ผาสุจิต,-,-,,,,-,,,,ติดต่อใหม่,CA0000497,ติดต่อใหม่,ติดต่อใหม่,25/2/2026,25/02/26 ทางคลินิกเเจ้งว่า ตอนนี้ขับรอยู่ค่ะ ไม่สะดวก 15.40 น.,,0.ยังไม่ได้ติดต่อ,,
273,43971,อิสเทิร์นสยามคลินิกเวชกรรม 5 สาขา อมตะซิตี้-โรจนะปลวกแดง,ระยอง,จตุพร ผาสุจิต,-,-,,,,3. ลูกค้าทดลองใช้,27/2/2026,27/02/26 ตรตวจสอบในระบบ มีการใช้งานอยู่ 1 log,,สนใจ iService,43971,ไม่สนใจ AI,สนใจ iService,27/2/2026,27/02/26 ตรวจสอบในระบบมีการใช้งาน iservice,มี iservice,0.ยังไม่ได้ติดต่อ,,
274,CA0002080,ศิชลการแพทย์คลินิกเวชกรรม,อุตรดิตถ์,จตุพร ผาสุจิต,-,-,,,,-,,,,ติดต่อใหม่,CA0002080,ติดต่อใหม่,ติดต่อใหม่,25/2/2026,25/02/26 หมอเเจ้งว่า คือพี่ใช้อยู่เเล้วนะคะ อัพเดทข้อมูลทางไลน์ได้เลยค่ะ (เเจ้งะี่หนึ่งแระชาสัมพันธ์ทางไลน์),,0.ยังไม่ได้ติดต่อ,,
275,CA0002454,คลินิกเวชกรรมหมอจักรกฤช,ร้อยเอ็ด,จตุพร ผาสุจิต,-,-,,,,3. ลูกค้าทดลองใช้,25/2/2026,โทรสอบถาม คุณหมอใช้งานอยู่,,สนใจ iService,CA0002454,ไม่สนใจ AI,สนใจ iService,25/2/2026,AI เคยลองใช้ มีข้อจำกัดด้านภาษาถิ่น Iservice ทดลองใช้อยู่ มี Feedback เบื้องต้น คือ เมนูที่มีอยู่ยังไม่ค่อยจำเป็น มี Feedback เพิ่มเติม เดี๋ยวให้ BD ติดตาม,มี iservice,1.ประชาสัมพันธ์แล้ว,25/2/2026,รอติดตาม Feedback
276,37022,หมอสันติคลินิกเฉพาะทางด้านเวชกรรมสาขาอายุรกรรม,ลำพูน,ชลธิชา ช่วยพันธ์,-,-,,,,-,,,,ติดต่อใหม่,37022,ติดต่อใหม่,ติดต่อใหม่,25/2/2026,25/02/26 ไม่รับสาย,,0.ยังไม่ได้ติดต่อ,,
277,CA0001984,สะเดาการแพทย์ คลินิกเวชกรรม,สงขลา,จตุพร ผาสุจิต,-,-,,,,-,,,,ติดต่อใหม่,CA0001984,ติดต่อใหม่,ติดต่อใหม่,25/2/2026,25/02/26 หมอเเจ้งว่าขับรถอยู่ค่า 16.11 น.,,0.ยังไม่ได้ติดต่อ,,
278,CA0001950,คลินิกเวชกรรมแพทย์หญิงชเอม สาขาบ้านกรวดปัญญาวัฒน์,บุรีรัมย์,ณิชกุล เจริญสุข,2.4 ทางคลินิกกด Activate,อยู่ระหว่างสมัคร Provider ID,26/02/2026,"26/02/26 แจ้ง BD ว่าลูกค้าสนใจ
27/02/26 ไนซ์กรอกข้อมูล Provider ID ให้ / พี่น้ำฝนนำเข้าเเล้ว รอคลินิกกด activate",,2. นำส่ง User ให้ลูกค้าเเล้ว,26/2/2026,,,สนใจ AI+iService,CA0001950,สนใจ AI,สนใจ iService,25/2/2026,หมอเเจ้งว่า สนใจทดลองใช้ทั้ง 2 ระบบ,,1.ประชาสัมพันธ์แล้ว,25/2/2026,รอติดตาม Feedback
279,CA0002094,บ้านใหม่ คลินิกเวชกรรม,เชียงราย,ณิชกุล เจริญสุข,-,-,,,,-,,,,ติดต่อใหม่,CA0002094,ติดต่อใหม่,ติดต่อใหม่,25/2/2026,25/02/26 ไม่รับสาย 16.20 น.,,0.ยังไม่ได้ติดต่อ,,
280,CA0002218,สำโรงคลินิกเวชกรรม,สมุทรปราการ,ธนวิชญ์ สถิตคุณอนันต์,-,-,,,,-,,,,ติดต่อใหม่,CA0002218,ติดต่อใหม่,ติดต่อใหม่,25/2/2026,เจ้าของเดียวกับกับรักษ์ดีคลินิก,,0.ยังไม่ได้ติดต่อ,,
281,48163,ไออุ่นธิยาสหคลินิก,กรุงเทพมหานคร,ชลธิชา ช่วยพันธ์,-,-,,,,-,,,,ติดต่อใหม่,48163,ติดต่อใหม่,ติดต่อใหม่,25/2/2026,25/02/26 แจ้งว่า ให้ติดต่ออีกเบอร์อันนี้เป็นเบอร์ส่วนตัว,,0.ยังไม่ได้ติดต่อ,,
282,52786,นายแพทย์กิติภูมิคลินิกเวชกรรม,ชัยภูมิ,จตุพร ผาสุจิต,-,-,,,,-,,,,ไม่สนใจทั้งสองระบบ,52786,ไม่สนใจ AI,ไม่สนใจ iService,25/2/2026,25/02/26 หมอแจ้งว่า พอดีตอนนี้ออกจากสปสช.เลยยังไม่เเน่ใจว่าคนไข้จะเยอะหือน้อยจนถึงขั้นใช้ AI เลยไหม,,0.ยังไม่ได้ติดต่อ,,
283,CA0000625,คลินิกเวชกรรมจันสุวรรณ,กรุงเทพมหานคร,ณิชกุล เจริญสุข,-,-,,,,2. นำส่ง User ให้ลูกค้าเเล้ว,27/2/2026, 27/02/26 ส่ง User ให้ลูกค้าเเล้ว,,สนใจ iService,CA0000625,ไม่สนใจ AI,สนใจ iService,25/2/2026,25/02/26 สนใจ Iservice ยังไม่สนใจ AI ,,1.ประชาสัมพันธ์แล้ว,25/2/2026,รอติดตาม Feedback
284,CA0001865,บาโงยซิเเน สหคลินิก,ยะลา,ธวัชชัย รุ่งเสถียรภูธร,-,-,,,,-,,,,ติดต่อใหม่,CA0001865,ติดต่อใหม่,ติดต่อใหม่,26/2/2026,26/02/26 ไม่รับสาย 16.52 น.,,0.ยังไม่ได้ติดต่อ,,
285,CA0002258,โศรดา สหคลินิก,ยะลา,ปาณิสรา ตรีรัตนธำรง,-,-,,,,-,,,,ติดต่อใหม่,CA0002258,ติดต่อใหม่,ติดต่อใหม่,26/2/2026,26/02/26 ทางคลินิกเเจ้งว่า ติดงานอยู่ค่า ค่อยโ?รมาพนุ่งนี้นะคะ 16.53 น.,,0.ยังไม่ได้ติดต่อ,,
286,CA0000807,ฮักแพง สหคลินิก,ขอนแก่น,ชลธิชา ช่วยพันธ์,-,-,,,,-,,,,ติดต่อใหม่,CA0000807,ติดต่อใหม่,ติดต่อใหม่,26/2/2026,26//02/26 ได้ยินเสียงประชุมอยู่ เเจ้งว่า ประชุมอยู่ครับ 16.54 น.,,0.ยังไม่ได้ติดต่อ,,
287,41985,แข็งแรงคลินิกเวชกรรม,กรุงเทพมหานคร,ชลธิชา ช่วยพันธ์,-,-,,,,-,,,,ไม่สนใจทั้งสองระบบ,41985,ไม่สนใจ AI,ไม่สนใจ iService,26/2/2026,26/02/26 ยังไม่สนใจใช้งาน,,1.ประชาสัมพันธ์แล้ว,26/2/2026,ประชาสันพันธ์เเล้ว รอติดตาม
288,90117,คลินิกเวชกรรมนายแพทย์จิราชัย,ร้อยเอ็ด,ชลธิชา ช่วยพันธ์,-,-,,,,-,,,,ยกเลิกสัญญา,90117,ยกเลิกสัญญา,ยกเลิกสัญญา,26/2/2026,,,0.ยังไม่ได้ติดต่อ,,
289,90206,นายแพทย์กิตติชัย แล็บเฮลท์ สหคลินิก,กาญจนบุรี,จตุพร ผาสุจิต,-,-,,,,3. ลูกค้าทดลองใช้,27/2/2026,27/2/2026 พอใช้งานได้อยู่แต่อยากให้ข้อมูลมัน ขึ้นวันที่ปัจจุบันได้ดีมากขึ้น,,สนใจ iService,90206,ไม่สนใจ AI,สนใจ iService,27/2/2026,เป็น สหคลินิก ใช้งาน iservice อยู่เเล้ว,มี iservice,0.ยังไม่ได้ติดต่อ,,
